CodeAdmin;DRE;IEPP;NOM_ETABLISSEMENT;Village;Latitude;Longitude;Privé
20610P102P;DRE MARITIME;IEPP ZIO NORD;EPP TODOME;LONVO;6,652531;1,138255;0
20507P099C;DRE MARITIME;IEPP YOTO EST;EPC ADABADJIKONDJI;ADABADIKONDJI;6,652223333;1,547261667;1
20507P011P;DRE MARITIME;IEPP YOTO EST;EPP AKONDA CENTRE G/B;AFANTODJIKONDJI;6,650723333;1,540846667;0
20507P010P;DRE MARITIME;IEPP YOTO EST;EPP AKONDA CENTRE G/A;AFANTODJIKONDJI;6,650643333;1,540833333;0
30712P138C;DRE PLATEAUX;IEPP AGOU;EPE AWLIME KOPE;AGNYKOPE/AGBUIKOPE;6,649833333;0,755663333;1
20610P071P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-KOVE;GAPECENTRE+TOUTOUKOPE(F);6,649411667;1,117608333;0
30712P014P;DRE PLATEAUX;IEPP AGOU;EPP NYATIVE;ADZAKPA;6,647432;0,789058;0
20507P013P;DRE MARITIME;IEPP YOTO EST;EPP AMEGNONAKONDJI;AMEGNONAKONDJI;6,646289;1,494492;0
20610P092P;DRE MARITIME;IEPP ZIO NORD;EPP KANYIKPEDJI G/A;KANYIKPEDJI;6,644818;1,17576;0
20507P087P;DRE MARITIME;IEPP YOTO EST;EPP TONAKONDJI;TONAKONDJI(ALIGNONKONDJI);6,643908;1,532986;0
20610P061P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-DAFOLENYAME;GAPEALOYI;6,64357;0,992947;0
20610P050P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-ALOKPA;GAPEALOYI;6,643305;0,955086667;0
20610P100P;DRE MARITIME;IEPP ZIO NORD;EPP LONVO;AGBELOUVE;6,642401;1,119431;0
20610P018P;DRE MARITIME;IEPP ZIO NORD;EPP AVEDZE-TSIMANE;AVEDZE;6,640761;1,265019;0
20507P036P;DRE MARITIME;IEPP YOTO EST;EPP GABADJIN;GNAWOEME(DOGBEAVOUKONDJI);6,640589;1,513657;0
30712P013P;DRE PLATEAUX;IEPP AGOU;EPP GBOKOPE;ADZAKPA;6,640447;0,73;0
20610P002P;DRE MARITIME;IEPP ZIO NORD;EPP ADOKPOE;ADOKPOE;6,63677;1,178758;0
20507P020P;DRE MARITIME;IEPP YOTO EST;EPP ATAKPAMEDE G/A;ATAKPAMEDEOUAMEBOUDANOU;6,63657;1,55956;0
20507P144P;DRE MARITIME;IEPP YOTO EST;EPP ATAKPAMEDE G/B;ATAKPAMEDEOUAMEBOUDANOU;6,636288333;1,55965;0
20507P064P;DRE MARITIME;IEPP YOTO EST;EPP SIKA KONDJI G/B;SIKAKONDJI;6,635455;1,588144;0
20507P065P;DRE MARITIME;IEPP YOTO EST;EPP SIKAKONDJI G/A;SIKAKONDJI;6,635455;1,588144;0
20610P089P;DRE MARITIME;IEPP ZIO NORD;EPP HAHO-TOVE;AVEDZE;6,635389;1,285286;0
20507P014P;DRE MARITIME;IEPP YOTO EST;EPP AMITIE;AFANTODJIKONDJI;6,635372;1,502344;0
30712P019P;DRE PLATEAUX;IEPP AGOU;EPP AGOTIME GLIKPO;GLIKPO;6,635223;0,694556;0
20507P133L;DRE MARITIME;IEPP YOTO EST;EPL ORPHELINAT CAEEDO;AFANTODJIKONDJI;6,635188333;1,499791667;1
20202P131P;DRE MARITIME;IEPP AVE;EPP DIDRIVE;AGBESSIA;6,634302;0,910838;0
20507P069P;DRE MARITIME;IEPP YOTO EST;EPP SIKPE AFIDEGNON G/B;SIKPE-AFIDEGNON;6,634219;1,537056;0
20507P045P;DRE MARITIME;IEPP YOTO EST;EPP GNAWOEME;GNAWOEME(DOGBEAVOUKONDJI);6,634178333;1,537013333;0
20507P012P;DRE MARITIME;IEPP YOTO EST;EPP AMEBOUDANOU;ATAKPAMEDEOUAMEBOUDANOU;6,629451;1,552774;0
20507P017P;DRE MARITIME;IEPP YOTO EST;EPP AMOUSSIME G/C;AMEGNONAKONDJI;6,628048333;1,516483333;0
20610P125P;DRE MARITIME;IEPP ZIO NORD;EPP ESSO-KOPE;AVEDZE;6,62618;1,250659;0
20508P081C;DRE MARITIME;IEPP YOTO OUEST;EPE METHODISTE ZAFI;ETCHRAMI;6,625641;1,374686;1
20508P051P;DRE MARITIME;IEPP YOTO OUEST;EPP ZAFI G/A;HETSAVI;6,625255;1,37702;0
20508P052P;DRE MARITIME;IEPP YOTO OUEST;EPP ZAFI G/B;DOKOR;6,625255;1,37702;0
20508P054P;DRE MARITIME;IEPP YOTO OUEST;EPP ZAFI G/D;DOKOR;6,625255;1,37702;0
20508P076L;DRE MARITIME;IEPP YOTO OUEST;EPL BONNE ESPERANCE ZAFI;ETCHRAMI;6,624115;1,374365;1
20202P136E;DRE MARITIME;IEPP AVE;EDIL HAVE;HEKPE;6,62249222;0,94961694;1
20508P073C;DRE MARITIME;IEPP YOTO OUEST;EPC ZAFI;DOKOR;6,622366;1,375737;1
20202P064P;DRE MARITIME;IEPP AVE;EPP KOUDASSI GARE;KOUDASSIGARE;6,622282;0,868283;0
20610P066P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-EGBE;GAPECENTRE+TOUTOUKOPE(F);6,621913;1,095068;0
20610P044P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-AGADZA;GAPECENTRE+TOUTOUKOPE(F);6,621835;1,056761;0
30712P131C;DRE PLATEAUX;IEPP AGOU;EPE EMMAUS;ADAME;6,621702;0,756176;1
20508P053P;DRE MARITIME;IEPP YOTO OUEST;EPP ZAFI G/C;ETCHRAMI;6,621185;1,367976667;0
20507P019P;DRE MARITIME;IEPP YOTO EST;EPP ASSOUKONDJI;ASSOUKONDJI;6,620984;1,563943;0
20202P058P;DRE MARITIME;IEPP AVE;EPP HEKPE;HEKPE;6,620702;0,921775;0
20507P093C;DRE MARITIME;IEPP YOTO EST;EPC DOUDAVA;VILLEDETABLIGBO;6,620651667;1,472991667;1
20508P010P;DRE MARITIME;IEPP YOTO OUEST;EPP AHEPE HEKPOE G/A;AHEPEAKPOSSO;6,619811;1,402894;0
20507P082P;DRE MARITIME;IEPP YOTO EST;EPP TANOU;TONAKONDJI(ALIGNONKONDJI);6,619608;1,532801;0
30712P006P;DRE PLATEAUX;IEPP AGOU;EPP ADRAKPO;ADZRAKPO;6,619376;0,775796;0
20610P097P;DRE MARITIME;IEPP ZIO NORD;EPP KOUNIKO;KPEVEGO;6,61935;1,168294;0
20202P065P;DRE MARITIME;IEPP AVE;EPP KOUDASSI GBOGAME;AGBESSIA;6,618892;0,851711;0
20507P138P;DRE MARITIME;IEPP YOTO EST;EPP AMOUSSIME G/E (GBAGBANKONDJI);AFANTODJIKONDJI;6,618256667;1,523736667;0
20610P076P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-LOKOUDOPE;AVELEBE;6,617867;1,008216;0
30712P021P;DRE PLATEAUX;IEPP AGOU;EPP KPODZAHON;KPODJAHON;6,617384;0,679769;0
20202P108C;DRE MARITIME;IEPP AVE;EPC KOUDASSI GARE;KOUDASSIGARE;6,616112;0,867185;1
20610P098P;DRE MARITIME;IEPP ZIO NORD;EPP KPEVEGO;KPEVEGO;6,615845;1,184382;0
20507P029P;DRE MARITIME;IEPP YOTO EST;EPP DEMOCRATIE;AMEGNONAKONDJI;6,615811;1,504324;0
20507P141P;DRE MARITIME;IEPP YOTO EST;EPP AMOUSSIME G/F;NOUTONKOUKONDJI;6,61575;1,504735;0
20610P025P;DRE MARITIME;IEPP ZIO NORD;EPP BEGBE;BEGBE;6,615749;1,198234;0
30712P043P;DRE PLATEAUX;IEPP AGOU;EPP KODZE AGBADI;KODZE;6,6136;0,830905;0
20610P074P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-KPEVE;AVELEBE;6,613542;1,010833;0
30712P011P;DRE PLATEAUX;IEPP AGOU;EPP LANKUI;LAKUI;6,613415;0,79331;0
20508P007P;DRE MARITIME;IEPP YOTO OUEST;EPP AHEPE APEDOME 2;AHEPEAPEDOME/AHEPECENTRE;6,613252;1,393993;0
20610P063P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-DEVE;GAPECENTRE+TOUTOUKOPE(F);6,613119;1,137778;0
20508P098P;DRE MARITIME;IEPP YOTO OUEST;EPP AHEPE HEKPOE G/B;AHEPEAPEDOME/AHEPECENTRE;6,612598333;1,400981667;0
20610P028P;DRE MARITIME;IEPP ZIO NORD;EPP DADUKPE;BEGBE;6,612278;1,2377;0
20507P066P;DRE MARITIME;IEPP YOTO EST;EPP SIKPE ADEGOU G/A;SIKPEADEGOU;6,612053333;1,54725;0
20507P067P;DRE MARITIME;IEPP YOTO EST;EPP SIKPE ADEGOU G/B;SIKPEADEGOU;6,611978333;1,547306667;0
20508P005P;DRE MARITIME;IEPP YOTO OUEST;EPP AHEPE APEDOME 1 G/A;AHEPEAPEDOME/AHEPECENTRE;6,609874;1,398493;0
20508P006P;DRE MARITIME;IEPP YOTO OUEST;EPP AHEPE APEDOME 1 G/B;AHEPEAPEDOME/AHEPECENTRE;6,609874;1,398493;0
20610P057P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-AVELEBE;AVELEBE;6,60828;1,019748;0
20508P101P;DRE MARITIME;IEPP YOTO OUEST;EPP NYASSETSI;AHEPEAPEDOME/AHEPECENTRE;6,608021667;1,392056667;0
20508P061C;DRE MARITIME;IEPP YOTO OUEST;EPC AHEPE KPOKLI;AHEPEAKPOSSO;6,607513;1,379736;1
20610P130C;DRE MARITIME;IEPP ZIO NORD;EPC GAPE-AVELEBE;AVELEBE;6,60707;1,019951;1
20508P003P;DRE MARITIME;IEPP YOTO OUEST;EPP AHEPE AGBLETA;AHEPEAPEDOME/AHEPECENTRE;6,606075;1,405795;0
20507P048P;DRE MARITIME;IEPP YOTO EST;EPP KINI KONDJI G/A;KINI-KONDJI;6,606057;1,541261;0
20507P079P;DRE MARITIME;IEPP YOTO EST;EPP TABLIGBO RESIDENCE G/A;VILLEDETABLIGBO;6,605405;1,502391667;0
20507P080P;DRE MARITIME;IEPP YOTO EST;EPP TABLIGBO RESIDENCE G/B;VILLEDETABLIGBO;6,605405;1,502391667;0
20508P070C;DRE MARITIME;IEPP YOTO OUEST;EPC PROVIDENCE;AHEPEAPEDOME/AHEPECENTRE;6,605301;1,404509;1
20508P004P;DRE MARITIME;IEPP YOTO OUEST;EPP AHEPE AKPOSSO;AHEPEAKPOSSO;6,605177;1,380295;0
20507P088P;DRE MARITIME;IEPP YOTO EST;EPP TRIME;AKLADJENOU;6,604931;1,60767;0
20507P114C;DRE MARITIME;IEPP YOTO EST;EPE TABLIGBO;VILLEDETABLIGBO;6,60488;1,499525;1
20507P009P;DRE MARITIME;IEPP YOTO EST;EPP AKLADJENOU;AKLADJENOU;6,604766;1,61707;0
20507P057P;DRE MARITIME;IEPP YOTO EST;EPP KPOKPOKONDJI G/B;KPOKPOKONDJI;6,604548;1,510137;0
20507P090P;DRE MARITIME;IEPP YOTO EST;EPP WOGBLAVIKONDJI;KINI-KONDJI;6,603867;1,523455;0
20508P014P;DRE MARITIME;IEPP YOTO OUEST;EPP AHEPE SEVA G/A;AHEPEAPEDOME/AHEPECENTRE;6,603659;1,400281;0
20508P015P;DRE MARITIME;IEPP YOTO OUEST;EPP AHEPE SEVA G/B;AHEPEAPEDOME/AHEPECENTRE;6,603659;1,400281;0
20610P046P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-AGBETIM;AGBETIM;6,603357;1,059045;0
20507P007P;DRE MARITIME;IEPP YOTO EST;EPP AHLEMEGNI;TOKPLI;6,603047;1,587429;0
20507P026P;DRE MARITIME;IEPP YOTO EST;EPP BEDJEME;KINI-KONDJI;6,60304;1,531556;0
20202P055P;DRE MARITIME;IEPP AVE;EPP FOGUEGUE;AGBESSIA;6,603031;0,890342;0
20507P146P;DRE MARITIME;IEPP YOTO EST;EPP AWOUTE-KONDJI;KINI-KONDJI;6,602967;1,536497;0
20610P060P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-CENTRE 2;GAPECENTRE+TOUTOUKOPE(F);6,602954;1,107108;0
20507P072P;DRE MARITIME;IEPP YOTO EST;EPP TABLIGBO 1 G/A;VILLEDETABLIGBO;6,602866667;1,5065;0
20507P073P;DRE MARITIME;IEPP YOTO EST;EPP TABLIGBO 1 G/B;VILLEDETABLIGBO;6,602866667;1,5065;0
20507P074P;DRE MARITIME;IEPP YOTO EST;EPP TABLIGBO 1 G/D;VILLEDETABLIGBO;6,602866667;1,5065;0
20507P128P;DRE MARITIME;IEPP YOTO EST;EPP TABLIGBO 1 G/C;VILLEDETABLIGBO;6,602866667;1,5065;0
20610P144L;DRE MARITIME;IEPP ZIO NORD;EPL LE REVEIL D'OR;GAPECENTRE+TOUTOUKOPE(F);6,602536667;1,108678333;1
20508P008P;DRE MARITIME;IEPP YOTO OUEST;EPP AHEPE ASSIKO G/A;AHEPEASSIKOR;6,602292;1,394927;0
20508P009P;DRE MARITIME;IEPP YOTO OUEST;EPP AHEPE ASSIKO G/B;AHEPEASSIKOR;6,602292;1,394927;0
20508P056P;DRE MARITIME;IEPP YOTO OUEST;EPP AGBEKOU;ESSEZOGBEDJI;6,601719;1,297076;0
20610P059P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-CENTRE 1;GAPECENTRE+TOUTOUKOPE(F);6,601502;1,104442;0
20507P054P;DRE MARITIME;IEPP YOTO EST;EPP KOKOUHOE;DREKPON;6,601398;1,501546;0
20610P114C;DRE MARITIME;IEPP ZIO NORD;EPC GAPE-CENTRE;GAPECENTRE+TOUTOUKOPE(F);6,601312;1,103779;1
20508P011P;DRE MARITIME;IEPP YOTO OUEST;EPP AHEPE KPOWLA 1 G/A;AHEPEKPOWLA;6,600817;1,389936;0
20508P012P;DRE MARITIME;IEPP YOTO OUEST;EPP AHEPE KPOWLA 1 G/B;AHEPEKPOWLA;6,600817;1,389936;0
20508P080C;DRE MARITIME;IEPP YOTO OUEST;EPE AGBEBOLO;AHEPEAKPOSSO;6,600494;1,386654;1
20610P056P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-AVEGAN;AVELEBE;6,599742;1,016183;0
20507P118L;DRE MARITIME;IEPP YOTO EST;EPL JEREMIE;VILLEDETABLIGBO;6,599305;1,490486667;1
20507P059P;DRE MARITIME;IEPP YOTO EST;EPP LAKATA;ESSE-GODJIN;6,599212;1,490769;0
20507P071P;DRE MARITIME;IEPP YOTO EST;EPP TABLIGBO TAHE G/A;VILLEDETABLIGBO;6,599145;1,492545;0
20507P081P;DRE MARITIME;IEPP YOTO EST;EPP TABLIGBO TAHE G/B;VILLEDETABLIGBO;6,598623;1,491828;0
20508P079C;DRE MARITIME;IEPP YOTO OUEST;EPE AHEPE KPOWLA;AHEPEKPOWLA;6,598316667;1,388721667;1
20507P060P;DRE MARITIME;IEPP YOTO EST;EPP LOGOKONDJI;TOKPLI;6,597884;1,495182;0
20507P115L;DRE MARITIME;IEPP YOTO EST;EPL CONFIANCE;VILLEDETABLIGBO;6,597586667;1,495375;1
20610P077P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-NYANETSI;GAPECENTRE+TOUTOUKOPE(F);6,597106;1,119634;0
20507P143L;DRE MARITIME;IEPP YOTO EST;EPL LAVOISIER;VILLEDETABLIGBO;6,594576667;1,487271667;1
20507P112C;DRE MARITIME;IEPP YOTO EST;EPE METHODISTE TABLIGBO;VILLEDETABLIGBO;6,594255;1,50297;1
20507P125P;DRE MARITIME;IEPP YOTO EST;EPP KPOKPOKONDJI G/A;KPOKPOKONDJI;6,594201;1,502815;0
20610P134C;DRE MARITIME;IEPP ZIO NORD;EPC GAPE-AVEGAN;ATCHANVE;6,594001;1,015618;1
20508P062C;DRE MARITIME;IEPP YOTO OUEST;EPC AHEPE NOTSE;AHEPENOTSE;6,593817;1,385051;1
20507P089P;DRE MARITIME;IEPP YOTO EST;EPP VIDEKOPE;VILLEDETABLIGBO;6,593779;1,518881;0
20610P026P;DRE MARITIME;IEPP ZIO NORD;EPP BELLA-BELLO (ANCIENNE EPP GAPE KUNI);AGBELOUVE;6,593632;1,182289;0
20507P119L;DRE MARITIME;IEPP YOTO EST;EPL MATELOT;VILLEDETABLIGBO;6,5932;1,50019;1
20507P116L;DRE MARITIME;IEPP YOTO EST;EPL LA REFERENCE POSSITIVE;VILLEDETABLIGBO;6,593048333;1,493763333;1
20507P047P;DRE MARITIME;IEPP YOTO EST;EPP HOGNON KONDJI;HOGNO-KONDJI;6,593034;1,493766;0
20610P117L;DRE MARITIME;IEPP ZIO NORD;EPL ELIKPLIM;GAPECENTRE+TOUTOUKOPE(F);6,592264;1,108723;1
20508P013P;DRE MARITIME;IEPP YOTO OUEST;EPP AHEPE KPOWLA 2 G/A;AHEPEKPOWLA;6,592022;1,388311;0
20508P102P;DRE MARITIME;IEPP YOTO OUEST;EPP AHEPE KPOWLA 2 G/B;AHEPEKPOWLA;6,592013333;1,388346667;0
20610P043P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-AFOMEKPONAWOE;AGBETIM;6,591604;1,051259;0
20507P142L;DRE MARITIME;IEPP YOTO EST;EPL LA PROVIDENTIA;VILLEDETABLIGBO;6,591551667;1,487243333;1
20507P120L;DRE MARITIME;IEPP YOTO EST;EPL REDEMPTEUR;VILLEDETABLIGBO;6,591378333;1,49752;1
20507P061P;DRE MARITIME;IEPP YOTO EST;EPP MONENOU;TOKPLI;6,591229;1,497342;0
20507P132P;DRE MARITIME;IEPP YOTO EST;EPP D'APPLICATION ENI TABLIGBO;VILLEDETABLIGBO;6,591216667;1,475866667;0
20507P075P;DRE MARITIME;IEPP YOTO EST;EPP TABLIGBO 2 G/A;VILLEDETABLIGBO;6,590016667;1,494323333;0
20507P076P;DRE MARITIME;IEPP YOTO EST;EPP TABLIGBO 2 G/C;VILLEDETABLIGBO;6,590016667;1,494323333;0
20507P077P;DRE MARITIME;IEPP YOTO EST;EPP TABLIGBO 2 G/D;VILLEDETABLIGBO;6,590016667;1,494323333;0
20507P127P;DRE MARITIME;IEPP YOTO EST;EPP TABLIGBO 2 G/B;VILLEDETABLIGBO;6,590016667;1,494323333;0
20507P135P;DRE MARITIME;IEPP YOTO EST;EPP TABLIGBO 2 G/E;VILLEDETABLIGBO;6,589417;1,492927;0
20610P062P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-DEKAME-DZAKPO;DEKAME;6,588476;1,142611;0
20507P136L;DRE MARITIME;IEPP YOTO EST;EPL FRANCO ARABE(LUMIIERE);VILLEDETABLIGBO;6,588413333;1,490821667;1
20609P001P;DRE MARITIME;IEPP ZIO CENTRE;EPP ABALOKOPE;LILIKOPE;6,586148;1,198531;0
20507P137P;DRE MARITIME;IEPP YOTO EST;EPP KPOKOU KONDJI;AKLADJENOU;6,585953333;1,613436667;0
20507P098C;DRE MARITIME;IEPP YOTO EST;EPC TABLIGBO G/B;VILLEDETABLIGBO;6,585281667;1,493345;1
20507P049P;DRE MARITIME;IEPP YOTO EST;EPP KINIKONDJI G/B;KINI-KONDJI;6,585274;1,493374;0
20507P097C;DRE MARITIME;IEPP YOTO EST;EPC TABLIGBO G/A;VILLEDETABLIGBO;6,585266667;1,49338;1
20508P099P;DRE MARITIME;IEPP YOTO OUEST;EPP ESSE NADJE;ESSENADJE;6,584601667;1,346475;0
20202P040P;DRE MARITIME;IEPP AVE;EPP AVEGO;AGBESSIA;6,58442;0,959723;0
20609P033P;DRE MARITIME;IEPP ZIO CENTRE;EPP DIDOKPO;ADANGBE;6,583856;1,254007;0
20202P074P;DRE MARITIME;IEPP AVE;EPP NYAMESSIVA;NYAMESSIVA;6,583572;0,852596;0
20508P016P;DRE MARITIME;IEPP YOTO OUEST;EPP ESSE ZOGBEDJI;ESSEZOGBEDJI;6,58311;1,333214;0
20610P054P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-ATCHANVE;ATCHANVE;6,581162;0,995173;0
20610P067P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-ETOE;GAPECENTRE+TOUTOUKOPE(F);6,581094;1,11424;0
20609P010P;DRE MARITIME;IEPP ZIO CENTRE;EPP BAGOUKOPE;LILIKOPE;6,579923;1,242553;0
20610P129C;DRE MARITIME;IEPP ZIO NORD;EPC GAPE-ATCHANVE;ATCHANVE;6,578233;0,989605;1
20610P079P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-NYITA;GAPECENTRE+TOUTOUKOPE(F);6,576841;1,084241;0
20609P007P;DRE MARITIME;IEPP ZIO CENTRE;EPP AGBAKOPE;LILIKOPE;6,575175;1,207456;0
30712P042P;DRE PLATEAUX;IEPP AGOU;EPP HAVE;HAVE/AGOTIMEHAVE;6,575134;0,828299;0
20610P053P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-AMEKPE;GAPECENTRE+TOUTOUKOPE(F);6,572407;1,148683;0
20202P037P;DRE MARITIME;IEPP AVE;EPP ATTI TOMEFA;ATTI-TOMEFA;6,571909;0,844137;0
20202P113C;DRE MARITIME;IEPP AVE;EPC TOVEGAN;AGBESSIA;6,571376;0,896851;1
20202P005P;DRE MARITIME;IEPP AVE;EPP AGBESSIA;AGBESSIA;6,57018;0,917705;0
20610P078P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-NYASSIVE;NYASSIVE;6,569731;1,049014;0
30712P008P;DRE PLATEAUX;IEPP AGOU;EPP AGUDUVU;AGOTIMENYITOE(NYITOE+NYITOEGBO;6,568158;0,780275;0
20610P070P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-HIHLANGBE;DZATIKPO;6,567751;1,023561;0
20101P068P;DRE MARITIME;IEPP BAS MONO;EPP LOM-NAVA;KPOTEME;6,565646;1,598695;0
20101P044P;DRE MARITIME;IEPP BAS MONO;EPP GLADJOE;AFAGNA;6,565533333;1,622765;0
20610P047P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-AGODOKPE;DZATIKPO;6,565461;1,046055;0
20609P058P;DRE MARITIME;IEPP ZIO CENTRE;EPP KPEYI;LILIKOPE;6,564646;1,16391;0
20508P018P;DRE MARITIME;IEPP YOTO OUEST;EPP KOLEVE;TCHEKPO-DEDEKPOE;6,564574;1,314057;0
20202P084P;DRE MARITIME;IEPP AVE;EPP TOVEGAN G/B;TOVEGAN;6,564086;0,890255;0
20202P083P;DRE MARITIME;IEPP AVE;EPP TOVEGAN G/A;TOVEGAN;6,563895;0,890205;0
20101P055P;DRE MARITIME;IEPP BAS MONO;EPP KLANTOME;AFAGNA;6,563631;1,645834;0
20609P076P;DRE MARITIME;IEPP ZIO CENTRE;EPP ADANGBE LAKOTO;ADANGBE;6,562641;1,289787;0
20610P086P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-ZEVE;GAPEKPEDJI;6,561609;0,99578;0
30712P128E;DRE PLATEAUX;IEPP AGOU;EDIL VAKPO;ADZAKPA;6,560814;0,762564;1
20101P060P;DRE MARITIME;IEPP BAS MONO;EPP KPATI ZOGBE;AFAGNA;6,560595;1,615108333;0
20610P064P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-DZATIKPO;DZATIKPO;6,560496;1,026727;0
20202P051P;DRE MARITIME;IEPP AVE;EPP DZIDOKPUI;AGBESSIA;6,558073;0,907003;0
20508P087P;DRE MARITIME;IEPP YOTO OUEST;EPP AVEHE;TCHEKPO-DEDEKPOE;6,558058;1,327557;0
20609P004P;DRE MARITIME;IEPP ZIO CENTRE;EPP ADANGBE KPEVE;ADANGBE;6,557386;1,268344;0
20610P072P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-KOUBINOUKOE;GAPECENTRE+TOUTOUKOPE(F);6,55733;1,079119;0
20610P058P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-BATEKPO;DZATIKPO;6,557254;1,026161;0
20609P062P;DRE MARITIME;IEPP ZIO CENTRE;EPP LILIKOPE;LILIKOPE;6,556346;1,180511;0
20101P093C;DRE MARITIME;IEPP BAS MONO;EPC AGOME GLOZOU G/A;AGOME-GLOZOU;6,555171;1,667138;1
20609P089C;DRE MARITIME;IEPP ZIO CENTRE;EPC LILIKOPE;LILIKOPE;6,554956;1,185109;1
20508P100P;DRE MARITIME;IEPP YOTO OUEST;EPP AKOUDOKPO;AHEPEAKPOSSO;6,554693;1,462779;0
20405P037P;DRE MARITIME;IEPP VO NORD;EPP EMON KPOTA;MOMEHAGOU;6,553758;1,562168;0
20609P129P;DRE MARITIME;IEPP ZIO CENTRE;EPP GBLAINVIE TOUMALE;GBLAINVIE;6,552983333;1,13351;0
30712P127E;DRE PLATEAUX;IEPP AGOU;EPP TAGBA;TAGBA/AGOTIMETAGBA;6,552854;0,817837;0
20101P010P;DRE MARITIME;IEPP BAS MONO;EPP AGOME GLOZOU G/A;AGOME-GLOZOU;6,552591;1,664275;0
20101P011P;DRE MARITIME;IEPP BAS MONO;EPP AGOME GLOZOU G/B;AGOME-GLOZOU;6,552591;1,664275;0
20405P126P;DRE MARITIME;IEPP VO NORD;EPP GNITO G/B;DZREKPOCENTRE;6,55142;1,53283;0
20202P032P;DRE MARITIME;IEPP AVE;EPP ATTI ATOVOU;ATTI-ATOVOU;6,5513;0,864492;0
20202P006P;DRE MARITIME;IEPP AVE;EPP AGBLEDO;AGBLEDO;6,551288;0,9622;0
20101P056P;DRE MARITIME;IEPP BAS MONO;EPP KLIKAME;KLIKAME;6,548668;1,643834;0
20610P052P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-AMAVE;GAPEKPEDJI;6,547274;1,059775;0
20610P045P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-AGADZAKPE;GAPECENTRE+TOUTOUKOPE(F);6,546812;1,074359;0
20405P023P;DRE MARITIME;IEPP VO NORD;EPP BADO;AHONKPE;6,545348;1,504744;0
20101P094C;DRE MARITIME;IEPP BAS MONO;EPC AGOME GLOZOU G/B;AGOME-GLOZOU;6,542191;1,692838;1
20405P039P;DRE MARITIME;IEPP VO NORD;EPP GNITO G/A;MOMEHAGOU;6,541832;1,531279;0
20202P129P;DRE MARITIME;IEPP AVE;EPP AVEDZETA;ABLAME;6,540612;0,870607;0
20508P038P;DRE MARITIME;IEPP YOTO OUEST;EPP TCHEKPO DEDEKPOE 2;ANAGLI;6,540552;1,363187;0
20508P078C;DRE MARITIME;IEPP YOTO OUEST;EPE TCHEKPO DEDEKPOE;TCHEKPO-DEDEKPOE;6,540033;1,354469;1
30712P009P;DRE PLATEAUX;IEPP AGOU;EPP EKPOKOPE;AGBADZI;6,539129;0,781378;0
20508P088P;DRE MARITIME;IEPP YOTO OUEST;EPP KPESSE KOPE;AHEPEAKPOSSO;6,537728;1,447834;0
20508P039P;DRE MARITIME;IEPP YOTO OUEST;EPP TCHEKPO DEDEKPOE 3 G/A;TCHEKPO-DEVE-DJIGBE;6,536784;1,364759;0
20508P040P;DRE MARITIME;IEPP YOTO OUEST;EPP TCHEKPO DEDEKPOE 3 G/B;TCHEKPO-DEDEKPOE;6,536675;1,365001;0
20101P039P;DRE MARITIME;IEPP BAS MONO;EPP FIOVE;KPETSOU;6,536465;1,557746;0
20610P081P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-TOKPLAKOPE;GAPEKPEDJI;6,535637;1,021095;0
20610P073P;DRE MARITIME;IEPP ZIO NORD;EPP GAPE-KPEDJI;GAPEKPEDJI;6,535265;1,014875;0
20101P042P;DRE MARITIME;IEPP BAS MONO;EPP GBANDI AVEGBO;GBANDIDI;6,533922;1,697183;0
20101P111C;DRE MARITIME;IEPP BAS MONO;EPE KPESSOU;KPETSOU;6,533498333;1,57624;1
