CodeAdmin;DRE;IEPP;NOM_ETABLISSEMENT;Village;Latitude;Longitude
10102P071L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL KOUVAHEY (ADIDOADIN);AFLAO-GAKLI=ADIDOADIN;6,1769;1,19128
10103P060L;DRE GOLFE LOME;IEPP LOME EST;EPL DANTE;BAGUIDA=BAGUIDA;6,176888333;1,300788333
10103P026C;DRE GOLFE LOME;IEPP LOME EST;EPC AGODEKE G/A;BAGUIDA=AGODEKE;6,176701667;1,364018333
10103P229C;DRE GOLFE LOME;IEPP LOME EST;EPC AGODEKE G/B;BAGUIDA=AGODEKE;6,176595;1,363998333
10103P113L;DRE GOLFE LOME;IEPP LOME EST;EPL NOUVEAU ROBERT;ADAKPAME;6,176481;1,294018
10103P202L;DRE GOLFE LOME;IEPP LOME EST;EPL LA PLENITUDE Adamavo;AFLAO-GAKLI=ADIDOADIN;6,176438333;1,317475
10103P096L;DRE GOLFE LOME;IEPP LOME EST;EPL LE DEFI;BAGUIDA=ADAMAVO;6,176205;1,29843
10103P024C;DRE GOLFE LOME;IEPP LOME EST;EPC ABLODESSITO;BAGUIDA=ADAMAVO;6,176029;1,314048
10107P111L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL SAINTE MARIE;AFLAOGAKLI;6,17597;1,19858
10103P045L;DRE GOLFE LOME;IEPP LOME EST;EPL 8 JUILLET;BAGUIDA=ADAMAVO;6,175936;1,31394
10103P153L;DRE GOLFE LOME;IEPP LOME EST;EPL ESPRIT SAINT;ADAKPAME;6,175853333;1,286811667
10103P110L;DRE GOLFE LOME;IEPP LOME EST;EPL MEDIUS;BAGUIDA=ADAMAVO;6,17584;1,309742
10107P129L;DRE GOLFE LOME;IEPP LOME CENTRE;EPC SAINT ESPRIT;BEKLIKAME;6,175736;1,28672
10103P241L;DRE GOLFE LOME;IEPP LOME EST;EPL LE PAPILLON;BAGUIDA=BAGUIDA;6,175726667;1,325213333
10107P055L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL EVEREST;BEHEDJE;6,17569562;1,20584006
10104P184L;DRE GOLFE LOME;IEPP LOME OUEST;EPL AMESIKA YOKOE;TOTSI;6,175673646;1,14842467
10103P249L;DRE GOLFE LOME;IEPP LOME EST;EPL SAINT JEAN DE DIEU;BAGUIDA=AGODEKE;6,175603333;1,304433333
10105P152C;DRE GOLFE LOME;IEPP LOME AEROPORT;EPI OMAR IBN KHATAAB;HEDZRANAWOE;6,17555645;1,24538094
10104P142L;DRE GOLFE LOME;IEPP LOME OUEST;EPL MONTAIGNE II;AFLAOGAKLI;6,17537;1,19678
10103P214L;DRE GOLFE LOME;IEPP LOME EST;EPL LA PUISSANCE DE DIEU;BAGUIDA=DEVEGO;6,175355;1,311313333
10103P183L;DRE GOLFE LOME;IEPP LOME EST;EPL LA VICTOIRE DIVINE;BAGUIDA=ADAMAVO;6,175355;1,311313333
10103P216L;DRE GOLFE LOME;IEPP LOME EST;EPL LA BRAVOURE;ADAKPAME;6,175205;1,30928
10105P033C;DRE GOLFE LOME;IEPP LOME AEROPORT;EPC EVIAWOU;ANFAME;6,17505;1,27148
10104P087L;DRE GOLFE LOME;IEPP LOME OUEST;EPL GRAND MAX;AFLAOGAKLI;6,17487;1,17478
10103P151L;DRE GOLFE LOME;IEPP LOME EST;EPL CAMARA G/A;ADAKPAME;6,174856667;1,286616667
10103P181L;DRE GOLFE LOME;IEPP LOME EST;EPL CAMARA G/B;BEKPOTA;6,174856667;1,286616667
10105P245L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL KONOURA;HEDZRANAWOE;6,17483803;1,23804047
10104P064L;DRE GOLFE LOME;IEPP LOME OUEST;EPL CAMARALAYE;SOVIEPE;6,17473;1,286315
10103P053L;DRE GOLFE LOME;IEPP LOME EST;EPL BON BERGER;BAGUIDA=AVEPOZO;6,174715;1,299888333
10103P148L;DRE GOLFE LOME;IEPP LOME EST;EPL MON BERGER;BAGUIDA=BAGUIDA;6,174715;1,299888333
10103P144L;DRE GOLFE LOME;IEPP LOME EST;EPL GRATIAS;ADAKPAME;6,174551667;1,28747
10106P261L;DRE GOLFE LOME;IEPP LOME EST;EPL LUMINIS;ADAKPAME;6,17433;1,29158
10103P243C;DRE GOLFE LOME;IEPP LOME EST;EPL LA FIDELITE;BAGUIDA=AVEPOZO;6,174286667;1,35483
10104P045C;DRE GOLFE LOME;IEPP LOME OUEST;EPE AWATAME;AFLAO-SAGBADO=AWATAME;6,17413;1,17722
10103P107L;DRE GOLFE LOME;IEPP LOME EST;EPL MAMADOU ET BINETA;ADAKPAME;6,17412;1,29322
10104P101L;DRE GOLFE LOME;IEPP LOME OUEST;EPL LA COLOMBE;AFLAOGAKLI;6,17405;1,19507
10103P119L;DRE GOLFE LOME;IEPP LOME EST;EPL PREGRACIA G/B;BAGUIDA=BAGUIDA;6,174028333;1,330591667
10103P084L;DRE GOLFE LOME;IEPP LOME EST;EPL LA MODESTIE DE KAGOME;ADAKPAME;6,173901667;1,299506667
10103P086L;DRE GOLFE LOME;IEPP LOME EST;EPL LA POUSSETTE G/A;BAGUIDA=BAGUIDA;6,173898;1,32162
10105P175L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPC ONE;ADAKPAME;6,173881;1,275912
10103P069L;DRE GOLFE LOME;IEPP LOME EST;EPL GEORGE ELLIOT;BAGUIDA=AVEPOZO;6,173703333;1,34802
10103P118L;DRE GOLFE LOME;IEPP LOME EST;EPL PREGRACIA G/A;BAGUIDA=BAGUIDA;6,173676667;1,330878333
10103P170L;DRE GOLFE LOME;IEPP LOME EST;EPL LA POUSSETTE G/B;BAGUIDA=BAGUIDA;6,17358;1,3211807
10103P236L;DRE GOLFE LOME;IEPP LOME EST;EPL AHONE G/B;BAGUIDA=ADAMAVO;6,173273333;1,301105
10103P049L;DRE GOLFE LOME;IEPP LOME EST;EPL AHONE G/A;BAGUIDA=ADAMAVO;6,173243333;1,301063333
10103P136L;DRE GOLFE LOME;IEPP LOME EST;EPL TATA JOJO G/A;BAGUIDA=ADAMAVO;6,17317;1,31252
10103P237L;DRE GOLFE LOME;IEPP LOME EST;EPL LAROUSSE G/B;ADAKPAME;6,173138333;1,28911
10103P093L;DRE GOLFE LOME;IEPP LOME EST;EPL LAROUSSE G/A;ADAKPAME;6,1731;1,28897
10104P032C;DRE GOLFE LOME;IEPP LOME OUEST;EPC AGBLEGAN;AFLAO-SAGBADO=SAGBADO;6,173023204;1,159139173
10105P109L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL SOCRATE;HEDZRANAWOE;6,17297;1,24522
10104P086L;DRE GOLFE LOME;IEPP LOME OUEST;EPL GAMALIEL;AFLAO-SAGBADO=AWATAME;6,17297;1,17133
10103P032C;DRE GOLFE LOME;IEPP LOME EST;EPE ADAMAVO;BAGUIDA=ADAMAVO;6,172848333;1,302893333
10103P245L;DRE GOLFE LOME;IEPP LOME EST;EPL AGNOS AUGUSTIN;BAGUIDA=ADAMAVO;6,172816667;1,311141667
10105P222L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL INTERNATIONALE LASSEY;HEDZRANAWOE;6,17277491;1,23636817
10105P087L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL MON DEVOIR PLUS;ATTIEGOU;6,17266078;1,268629
10103P037C;DRE GOLFE LOME;IEPP LOME EST;EPE BAPTISTE KAGNIKOPE;KANYIKOPE;6,172588333;1,295316667
10107P099L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL LES ANGES;BEKLIKAME;6,17258;1,20558
10105P243L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL LES CHAMPIONS;ATTIEGOU;6,1725445;1,26401855
10103P042C;DRE GOLFE LOME;IEPP LOME EST;EPE METHODISTE LE JOURDAIN;BAGUIDA=ADAMAVO;6,172506667;1,316328333
10106P219L;DRE GOLFE LOME;IEPP LOME SUD;EPL LA VICTOIRE;AMOUTIVE;6,17247;1,26283
10105P092L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL MONTESQIEU II;ATTIEGOU;6,17246272;1,26644496
10107P091L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL MONTESQUIEU;AMOUTIVE;6,17243;1,26643
10103P162C;DRE GOLFE LOME;IEPP LOME EST;EPC ADAKPAME G/A;ADAKPAME;6,17202;1,2846
10103P087L;DRE GOLFE LOME;IEPP LOME EST;EPL LA PROVIDENCE;BAGUIDA=BAGUIDA;6,172016667;1,328441667
10103P223L;DRE GOLFE LOME;IEPP LOME EST;EPL MOKPOKPO;BAGUIDA=ADAMAVO;6,171963333;1,313503333
10105P042C;DRE GOLFE LOME;IEPP LOME AEROPORT;EPE EVANGELIQUE KPOTA;BEKPOTA;6,17190259;1,27117436
10104P166L;DRE GOLFE LOME;IEPP LOME OUEST;EPL LUMIERE V;AFLAO-SAGBADO=SAGBADO;6,17178;1,1579
10103P163C;DRE GOLFE LOME;IEPP LOME EST;EPC ADAKPAME G/B;ADAKPAME;6,171636667;1,284735
10103P035C;DRE GOLFE LOME;IEPP LOME EST;EPE AVEPOZO G/B;ADAKPAME;6,171598333;1,348841667
10103P109L;DRE GOLFE LOME;IEPP LOME EST;EPL MATHIAS;BAGUIDA=BAGUIDA;6,171495;1,31957
10103P034C;DRE GOLFE LOME;IEPP LOME EST;EPE AVEPOZO G/A;BAGUIDA=AVEPOZO;6,171453333;1,34866
10103P206L;DRE GOLFE LOME;IEPP LOME EST;EPE PENTECOTE BAGUIDA;BAGUIDA=BAGUIDA;6,171267;1,322172
10103P073L;DRE GOLFE LOME;IEPP LOME EST;EPL IVOIRE;ADAKPAME;6,171256667;1,293176667
10103P025C;DRE GOLFE LOME;IEPP LOME EST;EPC ADAMAVO G/B;BAGUIDA=ADAMAVO;6,17125;1,321926667
10103P218L;DRE GOLFE LOME;IEPP LOME EST;EPL TATA JOJO G/B;BAGUIDA=ADAMAVO;6,171101667;1,311275
10103P165C;DRE GOLFE LOME;IEPP LOME EST;EPC ADAMAVO G/A;BAGUIDA=ADAMAVO;6,17103;1,31142
10103P067L;DRE GOLFE LOME;IEPP LOME EST;EPL EAU VIVE;BAGUIDA=ADAMAVO;6,170845;1,314571
10105P115L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL ZAMENHOF;ATTIEGOU;6,1708;1,26535
10103P171L;DRE GOLFE LOME;IEPP LOME EST;EPL JEAN LAMESSE G/A;BAGUIDA=ADAMAVO;6,170761667;1,334681667
10103P075L;DRE GOLFE LOME;IEPP LOME EST;EPL JEAN LAMESSE G/B;BAGUIDA=BAGUIDA;6,170761667;1,334681667
10104P219L;DRE GOLFE LOME;IEPP LOME OUEST;EPL GLORIA PRISCA;AFLAO-SAGBADO=LANKOUVI;6,170721;1,127127
10103P247L;DRE GOLFE LOME;IEPP LOME EST;EPL L'ETERNEL EST BON G/B;KANYIKOPE;6,170466667;1,295031667
10103P196L;DRE GOLFE LOME;IEPP LOME EST;EPL VIC INTELLIGENCIA;BAGUIDA=AVEPOZO;6,170361667;1,346881667
10103P088L;DRE GOLFE LOME;IEPP LOME EST;EPL LA RENAISSANCE ADAMAVO;BAGUIDA=ADAMAVO;6,17035;1,306151667
10103P103L;DRE GOLFE LOME;IEPP LOME EST;EPL L'ETERNEL EST BON G/A;KANYIKOPE;6,170321667;1,295036667
10103P028C;DRE GOLFE LOME;IEPP LOME EST;EPC AVEPOZO;BAGUIDA=AVEPOZO;6,17032;1,34325
10103P043L;DRE GOLFE LOME;IEPP LOME EST;EPL SAINT ESPRIT AVEPOZO;BAGUIDA=AVEPOZO;6,170275;1,343228
10103P100L;DRE GOLFE LOME;IEPP LOME EST;EPL LE PLAISIR;BAGUIDA=BAGUIDA;6,170163333;1,314861667
10107P105L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL LA TOLERANCE;TOKOINWUITI;6,170003;1,228681
10103P059L;DRE GOLFE LOME;IEPP LOME EST;EPL LE CORRIDOR DU SUCCES;ADAKPAME;6,169853333;1,289928333
10105P043C;DRE GOLFE LOME;IEPP LOME AEROPORT;EPE BAPTISTE BON BERGER;ANFAME;6,16978;1,24047
10104P139L;DRE GOLFE LOME;IEPP LOME OUEST;EPL MON BERGER I;SOVIEPE;6,169689;1,340551
10103P094L;DRE GOLFE LOME;IEPP LOME EST;EPL L'AURORE;BAGUIDA=ADAMAVO;6,16957;1,30988
10103P083L;DRE GOLFE LOME;IEPP LOME EST;EPL LA LUMIERE DE KAGOME;BEKPOTA;6,169551667;1,300428333
10103P244L;DRE GOLFE LOME;IEPP LOME EST;EPL LES COURS MILLENAIRES DE L'AFRIQUE DE L'OUEST;ADAKPAME;6,169463333;1,286113333
10103P082L;DRE GOLFE LOME;IEPP LOME EST;EPL LA LIBERTE D'AVEPOZO;BAGUIDA=DEVEGO;6,169336667;1,349073333
10103P149L;DRE GOLFE LOME;IEPP LOME EST;EPL NOUVELLE ETOILE;ADAKPAME;6,169213;1,285819
10103P085L;DRE GOLFE LOME;IEPP LOME EST;EPL LA NATION;BAGUIDA=BAGUIDA;6,16918;1,303846667
10107P085L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL LA THEORIE;BEKLIKAME;6,16879491;1,20730628
10103P040C;DRE GOLFE LOME;IEPP LOME EST;EPE METHODISTE EZECHIEL BAGUIDA;BAGUIDA=BAGUIDA;6,168641667;1,329958333
10105P176L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL LIBERTE DIVINE;BEKPOTA;6,16856742;1,27271799
10105P047C;DRE GOLFE LOME;IEPP LOME AEROPORT;EPE DZIFA KPOTA;BEKPOTA;6,16836922;1,27421538
10103P117L;DRE GOLFE LOME;IEPP LOME EST;EPL PAUL ANGELE;KANYIKOPE;6,168316667;1,306225
10103P131L;DRE GOLFE LOME;IEPP LOME EST;EPL SAINTE ANGELE;BAGUIDA=ADAMAVO;6,168316667;1,306225
10103P125L;DRE GOLFE LOME;IEPP LOME EST;EPL ANTOINE-ANFAME;ANFAME;6,16812;1,28007
10105P044C;DRE GOLFE LOME;IEPP LOME AEROPORT;EPE ECOLE EVANGELIQUE PENTECOTE DU TOGO;BEKPOTA;6,16809452;1,26002168
10105P204C;DRE GOLFE LOME;IEPP LOME AEROPORT;EPC SAINTE RITA TOKOIN WUITI;TOKOINN'KAFU;6,16783643;1,24101392
10105P248L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL L'ECLAT DES ETOILES;BEKPOTA;6,16780027;1,26580162
10103P222L;DRE GOLFE LOME;IEPP LOME EST;EPL LE BEAU TEMPS;ADAKPAME;6,167508333;1,288026667
10105P249L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL NETHANIA;TOKOINAEROPORT;6,16749439;1,24473302
10105P185L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL ADODO G/A;BEKPOTA;6,16738792;1,26996221
10103P217L;DRE GOLFE LOME;IEPP LOME EST;EPL LE BON MEDIATEUR;ADAKPAME;6,167341;1,286477
10103P224L;DRE GOLFE LOME;IEPP LOME EST;EPL SAINT MICHEL AMEVAL;BEKPOTA;6,167301667;1,275096667
10105P215L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL OMARUS ADODO;BEKPOTA;6,16728;1,27007
10103P051L;DRE GOLFE LOME;IEPP LOME EST;EPL AVENIR ASSURE;KANYIKOPE;6,16728;1,29718
10103P182L;DRE GOLFE LOME;IEPP LOME EST;EPL LA LUMIERE DU SAVOIR;BAGUIDA=BAGUIDA;6,167149;1,317237
10105P040C;DRE GOLFE LOME;IEPP LOME AEROPORT;EPE ASSEMBLEE DE DIEU EBEN EZER;SAINTJOSEPH;6,16714169;1,24434438
10107P076L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL LE TREMPLIN;TOKOINWUITI;6,166806;1,229178
10103P232L;DRE GOLFE LOME;IEPP LOME EST;EPL MA VISION;BAGUIDA=BAGUIDA;6,166732;1,301007
10103P219L;DRE GOLFE LOME;IEPP LOME EST;EPL LA VISION DE KAGOME;KANYIKOPE;6,166706667;1,301083333
10107P082L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL BOUAKA;BEKPOTA;6,1667;1,2262
10103P062L;DRE GOLFE LOME;IEPP LOME EST;EPL DIEU BENIT;ADAKPAME;6,166653333;1,288765
10105P244L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL ROYAL INTERNATIONAL CHRISTIAN ACADEMY;ANFAME;6,16658631;1,26887616
10103P139L;DRE GOLFE LOME;IEPP LOME EST;EPL YEME;BAGUIDA=ADAMAVO;6,166568333;1,308401667
10106P200L;DRE GOLFE LOME;IEPP LOME SUD;EPL LA PROVIDENCE;AMOUTIVE;6,16652;1,26393
10103P135L;DRE GOLFE LOME;IEPP LOME EST;EPL UNIVERSELLE;ADAKPAME;6,166446667;1,282781667
10103P212C;DRE GOLFE LOME;IEPP LOME EST;EPI RIYAD AS SOLIHINE;KANYIKOPE;6,166398333;1,291075
10103P104L;DRE GOLFE LOME;IEPP LOME EST;EPL MA PATRIE;KANYIKOPE;6,16622;1,2946
10105P103L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL SAINTE FAMILLE DE NUKAFU G/A;TOKOINN'KAFU;6,1661;1,23783
10103P030C;DRE GOLFE LOME;IEPP LOME EST;EPC SAINTE LUCIE A BAGUIDA;BAGUIDA=BAGUIDA;6,16609;1,324485
10103P203L;DRE GOLFE LOME;IEPP LOME EST;EPL INSTITUT SCOLAIRE BAKAR;BAGUIDA=AVEPOZO;6,165965;1,338261667
10103P041C;DRE GOLFE LOME;IEPP LOME EST;EPE METHODISTE KANGNIKOPE G/A;KANYIKOPE;6,165365;1,28741
10103P159C;DRE GOLFE LOME;IEPP LOME EST;EPE METHODISTE KANGNIKOPE G/B;KANYIKOPE;6,165356667;1,28744
10107P075L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL LE PONT;DOUMASSESSE;6,16532864;1,21028571
10103P081L;DRE GOLFE LOME;IEPP LOME EST;EPL LA FRANCHISE;ADAKPAME;6,16502;1,28567
10103P154L;DRE GOLFE LOME;IEPP LOME EST;EPL LA REFERENCE DU TOGO;KANYIKOPE;6,164926667;1,29169
10105P250L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL SOPHIA PALE;BEKPOTA;6,16446323;1,26793613
10103P044L;DRE GOLFE LOME;IEPP LOME EST;EPL FOLLY BEBE;KANYIKOPE;6,164016667;1,292418333
10103P033C;DRE GOLFE LOME;IEPP LOME EST;EPE ADAVENTISTE ANFAME;ANFAME;6,163976667;1,273371667
10105P199L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL LES FRERES EN CHRIST;TOKOINN'KAFU;6,16392311;1,24223356
10105P104L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL SAINTE FAMILLE DE NUKAFU G/B;TOKOINN'KAFU;6,1638;1,23663
10105P046C;DRE GOLFE LOME;IEPP LOME AEROPORT;EPE ADVENTISTE LE BON SAMARITAIN;KELEGOUGAN;6,16375;1,27368
10107P057L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL ETOILE DU MATIN;BEKLIKAME;6,16369478;1,20278651
10107P096L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL ANNA MARIA;DOUMASSESSE;6,16367;1,22053
10103P142L;DRE GOLFE LOME;IEPP LOME EST;EPL NOUVELLE GENERATION;BEKPOTA;6,163655;1,282375
10103P208L;DRE GOLFE LOME;IEPP LOME EST;EPL NOUVELLE GENERATION AVEPOZO;BAGUIDA=BAGUIDA;6,163655;1,282375
10103P091L;DRE GOLFE LOME;IEPP LOME EST;EPL LA SAGESSE DU TRES HAUT;BEKPOTA;6,163343333;1,28225
10103P150L;DRE GOLFE LOME;IEPP LOME EST;EPL LA PERFORMANCE;ANFAME;6,163323333;1,27144
10107P080L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL NOUVELLE CONSTELLATION;AMOUTIVE;6,16321698;1,2161861
10103P220L;DRE GOLFE LOME;IEPP LOME EST;EPL YAHVEH;ANFAME;6,162986667;1,275446667
10103P160C;DRE GOLFE LOME;IEPP LOME EST;EPE ROYAL INTERNATIONAL CHRISTIAN ACADEMY;BEKPOTA;6,162865;1,268211667
10103P029C;DRE GOLFE LOME;IEPP LOME EST;EPC KANGNIKOPE;KANYIKOPE;6,16285;1,297291667
10107P103L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL LE ROSEAU;ABOVE;6,16274684;1,20700975
10103P116L;DRE GOLFE LOME;IEPP LOME EST;EPL PAUL VALERY;ANFAME;6,162541667;1,278656667
10107P048C;DRE GOLFE LOME;IEPP LOME CENTRE;EPE METHODISTE WUITI;AMOUTIVE;6,16238;1,23198
10103P211C;DRE GOLFE LOME;IEPP LOME EST;EPI AL IBRAHIMIYA;ANFAME;6,162105;1,269803333
10107P056L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL ETEBA;DOUMASSESSE;6,16204754;1,22217357
10103P052L;DRE GOLFE LOME;IEPP LOME EST;EPL BABY ANNEXE;ANFAME;6,161903333;1,267378333
10105P111L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL THALES;BEKPOTA;6,1619;1,2562
10103P058L;DRE GOLFE LOME;IEPP LOME EST;EPL CHRIST ROI DES ROIS;KANYIKOPE;6,161791;1,285566
10105P234L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL HAMSINI;TOKOINN'KAFU;6,16169751;1,23564936
10103P207L;DRE GOLFE LOME;IEPP LOME EST;EPE BAPTISTE BON BERGER;ANFAME;6,16165;1,275356667
10107P133C;DRE GOLFE LOME;IEPP LOME CENTRE;EPE NOUVEAU DEPART;DOUMASSESSE;6,16139197;1,21628316
10105P099L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL SAINT BERNARD;BEKPOTA;6,16137;1,26207
10107P097L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL LES SYLPHIDES;ABOVE;6,16101429;1,20533312
10103P101L;DRE GOLFE LOME;IEPP LOME EST;EPL LE SAVOIR;BEKPOTA;6,16082;1,26455
10103P164C;DRE GOLFE LOME;IEPP LOME EST;EPC ANFAME;ANFAME;6,160746667;1,275291667
10103P185L;DRE GOLFE LOME;IEPP LOME EST;EPL SAINTE MARIE MADELEINE;BAGUIDA=BAGUIDA;6,160745;1,315465
10107P070L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL VOLTAIRE;DOUMASSESSE;6,1606;1,21597
10103P064L;DRE GOLFE LOME;IEPP LOME EST;EPL SAINT DON BOSCO;ANFAME;6,160171667;1,270765
10107P100L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL ROAE;BEKLIKAME;6,16014265;1,20491969
10107P073L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL LA MOUETTE DU PLATEAU;ABOVE;6,16002724;1,20654078
10103P078L;DRE GOLFE LOME;IEPP LOME EST;EPL LA COUVREUSE;ANFAME;6,16002;1,27223
10103P074L;DRE GOLFE LOME;IEPP LOME EST;EPL JEAN BAPTISTE;BEKPOTA;6,15993;1,26872
10105P207C;DRE GOLFE LOME;IEPP LOME AEROPORT;EPI AL RIBAT;BEKPOTA;6,15990073;1,26165575
10105P102L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL SAINTE CECILE;BEKPOTA;6,15985;1,25433
10103P108L;DRE GOLFE LOME;IEPP LOME EST;EPL MARTIN LUTHER KING;AKODESSEWAKPOTA;6,159783333;1,27827
10105P096L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL ORION;BEKPOTA;6,15945;1,25632
10107P136L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL JEAN JACQUES ROUSSEAU;DOUMASSESSE;6,15933266;1,22020887
10107P067L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL LA MANIERE;DOUMASSESSE;6,15898;1,21997
10103P132L;DRE GOLFE LOME;IEPP LOME EST;EPL SENAME;ANFAME;6,15885;1,27202
10105P112L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL TRONE DE DIEU (BE KPOTA);BEKPOTA;6,1583;1,25378
10105P037C;DRE GOLFE LOME;IEPP LOME AEROPORT;EPC ASSOGBA KOPE;BEKPOTA;6,15827;1,25585
10103P054L;DRE GOLFE LOME;IEPP LOME EST;EPL LE CHEMEIN;ANFAME;6,158073333;1,269045
10105P149L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPE BAPTISTE LA GRACE;BEKPOTA;6,15803;1,25173
10107P063L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL JEAN DE LA FONTAINE;ADOBOUKOME;6,15788;1,21433
10107P119C;DRE GOLFE LOME;IEPP LOME CENTRE;EPI KOUBA;DOUMASSESSE;6,15774634;1,21540297
10107P087L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL LE SAHEL;DOUMASSESSE;6,1577132;1,22033092
10107P083L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL RELEVE 2000;DOUMASSESSE;6,15763;1,21333
10105P041C;DRE GOLFE LOME;IEPP LOME AEROPORT;EPE BAPTISTE BE KPOTA;ATTIEGOU;6,15715;1,25115
10107P130L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL LA PETITE ACADEMIE;ABOVE;6,15712089;1,20515321
10102P148L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL TCHONA ACADEMIE DE SAINT ESPRIT;AFLAO-GAKLI=AMADAHOME;6,15705;1,22217
10107P081L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL TCHONA ACADEMIE;GBONVIE;6,157001;1,222372
10106P276L;DRE GOLFE LOME;IEPP LOME SUD;EPL MONDJI LA BERGERE;BEKPOTA;6,15657;1,2543
10106P300L;DRE GOLFE LOME;IEPP LOME SUD;EPL SAINT SHALOM;BEKPOTA;6,156521667;1,264445
10107P078L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL MA GLOIRE;ABOVE;6,15635643;1,20657144
10107P050C;DRE GOLFE LOME;IEPP LOME CENTRE;ISLAMIQUE DAROUL HADIS;AMOUTIVE;6,15612189;1,23039897
10107P041C;DRE GOLFE LOME;IEPP LOME CENTRE;EPC DOGBEAVU;DOGBEAVOU;6,15555;1,2093
10106P167L;DRE GOLFE LOME;IEPP LOME SUD;EPL LA BELLE ETOILE;BEKPOTA;6,15552;1,25948
10106P302L;DRE GOLFE LOME;IEPP LOME SUD;EPL SAINTE CAROLE;BEKPOTA;6,155413333;1,249695
10106P365L;DRE GOLFE LOME;IEPP LOME SUD;EPE CEMIRT;BEKPOTA;6,155265;1,255635
10106P170L;DRE GOLFE LOME;IEPP LOME SUD;EPL LA CITE DES ELITES;BEKPOTA;6,15513;1,25837
10106P197L;DRE GOLFE LOME;IEPP LOME SUD;EPL LA PASSERELLE;AKODESSEWA;6,15492;1,26498
10105P094L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL NOTRE BEAU METIER;TOKOINN'KAFU;6,15488;1,24027
10107P095L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL LA SINCERITE G/A;TOKOINFOREVER;6,15458;1,23137
10103P188L;DRE GOLFE LOME;IEPP LOME EST;EPL LA VERACITE;BAGUIDA=ADAMAVO;6,154573333;1,309526667
10107P110L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL LA SINCERITE G/B;TOKOINLYCEE;6,15453868;1,23137007
10106P308L;DRE GOLFE LOME;IEPP LOME SUD;EPL SOLEIL LEVANT;BEKPOTA;6,15442;1,25492
10106P259L;DRE GOLFE LOME;IEPP LOME SUD;EPL LIAHONA;BEHEDJE;6,153961;1,252202
10107P079L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL MAWUKO;AMOUTIVE;6,15385;1,22098
10107P053L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL ELEVE EPANOUI;TOKOINN'KAFU;6,15367;1,23173
